DateTime,Solar irradiance,Temperature,Solar panel efficiency,Solar energy production
1/7/2023 6:00:00,897.1611968,357.1594863,470.1715128,-982974.6225
1/7/2023 7:00:00,890.1543991,333.0353798,467.143033,-531518.1406
1/7/2023 8:00:00,413.8353621,227.8311179,79.10626843,-58792.43237
1/7/2023 9:00:00,560.1979196,279.6118715,539.8537258,-343888.1284
1/7/2023 10:00:00,951.9695309,213.7107389,492.1399167,-2309873.795
1/7/2023 11:00:00,788.3189399,593.038491,128.4822096,-745118.7668
1/7/2023 12:00:00,548.7364272,835.6764241,492.8999707,-1639950.169
1/7/2023 13:00:00,465.4899032,706.3429905,369.1604862,-372992.4782
1/7/2023 14:00:00,211.249168,317.0651769,350.9228459,-283945.9388
1/7/2023 15:00:00,867.1442647,483.0638333,10.1392159,-59420.40209
1/7/2023 16:00:00,277.4912949,776.0321697,522.8645518,-692536.1855
1/7/2023 17:00:00,348.7092823,577.3320755,545.5676921,-1223699.052
1/7/2023 18:00:00,216.2325736,743.2495886,203.763202,-326007.8692
1/7/2023 19:00:00,213.6474265,839.9669895,94.99624852,-70290.41873
1/7/2023 20:00:00,836.943933,446.5173339,7.183747175,-24631.68269
1/7/2023 21:00:00,703.8355227,509.8977957,208.631458,-852656.6656
1/7/2023 22:00:00,204.7753486,680.6849275,47.69625151,-36662.10994
1/7/2023 23:00:00,857.7681042,475.8358599,63.27721259,-127568.8866
1/8/2023 0:00:00,982.4947423,335.1077658,553.7213063,-3441909.451
1/8/2023 1:00:00,294.9657097,732.6713185,35.13698294,-46911.44709
1/8/2023 2:00:00,782.9345792,552.6763763,93.97582234,-364278.6169
1/8/2023 3:00:00,678.3792482,595.1481406,514.5361356,-614995.0262
1/8/2023 4:00:00,856.4870675,276.1977371,396.9587753,-1941343.784
1/8/2023 5:00:00,756.2923402,671.0068941,12.56201352,-34907.33993
1/8/2023 6:00:00,215.5601308,467.4461291,555.0036863,-374978.0402
1/8/2023 7:00:00,779.5134298,413.4424742,103.8859948,-518510.7317
1/8/2023 8:00:00,981.1854827,740.3429399,109.5009183,-207667.754
1/8/2023 9:00:00,629.3009142,293.3035468,123.5076218,-541857.5746
1/8/2023 10:00:00,908.189485,797.219607,312.0510733,-292766.3075
1/8/2023 11:00:00,689.7586958,203.3057035,197.0873597,-573151.3299
1/8/2023 12:00:00,399.026577,521.6466404,540.3786641,-380376.6986
1/8/2023 13:00:00,881.1574397,276.414258,63.26212491,-348097.3889
1/8/2023 14:00:00,459.5669094,724.4967211,573.1225338,-1550524.732
1/8/2023 15:00:00,676.0596895,688.6938719,272.0767437,-614890.1393
1/8/2023 16:00:00,302.3542622,434.3094954,245.6750651,-365425.9234
1/8/2023 17:00:00,699.0365832,591.9700181,337.2337479,-771164.5942
1/8/2023 18:00:00,896.1398584,427.136242,233.5927835,-1205077.876
1/8/2023 19:00:00,626.4402879,675.6940193,483.4426009,-1587782.054
1/8/2023 20:00:00,639.3823771,624.2967915,431.0144867,-774293.6868
1/8/2023 21:00:00,530.922698,380.9744379,300.0251455,-166022.4268
1/8/2023 22:00:00,956.9161005,204.2517113,290.7460856,-964838.821
1/8/2023 23:00:00,944.4457933,446.7992216,365.2549274,-839583.9916
1/9/2023 0:00:00,352.6596435,343.3858536,441.1887291,-422275.7621
1/9/2023 1:00:00,944.1973192,371.4265847,51.43020153,-326357.0183
1/9/2023 2:00:00,379.0968855,772.1644707,329.0656404,-694309.8371
1/9/2023 3:00:00,711.3837923,656.6086011,0.5202981725,-2289.858843
1/9/2023 4:00:00,300.8419326,721.0398128,568.6459592,-689421.406
1/9/2023 5:00:00,499.1078015,503.0068898,67.60891789,-129485.158
1/9/2023 6:00:00,441.9322281,483.7793758,170.0567946,-337833.8851
1/9/2023 7:00:00,810.7238703,549.5793158,252.3692278,-827839.606
1/9/2023 8:00:00,734.1092716,504.6122789,411.7390096,-1674553.263
1/9/2023 9:00:00,684.9930209,654.0137311,542.1404736,-2398026.892
1/9/2023 10:00:00,358.2759728,745.7456966,458.5432643,-616144.4652
1/9/2023 11:00:00,372.29806,475.047033,168.8866237,-201393.6243
1/9/2023 12:00:00,838.0955781,420.3216167,411.5193998,-754472.3213
1/9/2023 13:00:00,242.9234331,318.7653281,493.5678421,-390413.2931
1/9/2023 14:00:00,460.3493164,425.6364336,314.7496854,-581290.6788
1/9/2023 15:00:00,582.2245001,501.1966299,44.26820601,-138201.6731
1/9/2023 16:00:00,730.7304654,636.241363,68.47203219,-279483.6538
1/9/2023 17:00:00,899.1939612,658.5838601,337.4288507,-1080487.603
1/9/2023 18:00:00,908.2530401,456.1252235,248.0762686,-1414992.275
1/9/2023 19:00:00,617.7587883,728.0042429,106.7272508,-253316.6055
1/9/2023 20:00:00,390.9238684,484.2377303,384.9121249,-370495.714
1/9/2023 21:00:00,459.8894188,346.2565228,455.619605,-1162410.701
1/9/2023 22:00:00,856.7994347,654.761594,161.2832334,-786801.0138
1/9/2023 23:00:00,604.5581477,669.3870573,303.2860385,-770697.5064
1/10/2023 0:00:00,517.5554252,520.3429815,394.8125202,-495555.8038
1/10/2023 1:00:00,567.5234039,342.5200114,61.25507967,-99566.10268
1/10/2023 2:00:00,848.2666583,386.440923,164.8327424,-582882.7231
1/10/2023 3:00:00,857.1250473,516.8868105,456.2647348,-1847754.57
1/10/2023 4:00:00,461.7617018,572.4876445,110.5934661,-195874.3656
1/10/2023 5:00:00,396.533003,483.6426762,11.98004473,-14273.32175
1/10/2023 6:00:00,255.7093999,401.0367735,180.3850507,-97381.85767
1/10/2023 7:00:00,451.4781213,311.1778036,328.9282533,-506117.4033
1/10/2023 8:00:00,545.0457702,440.8228678,376.8910212,-1482269.422
1/10/2023 9:00:00,965.1927246,821.5806689,168.9403614,-294981.8064
1/10/2023 10:00:00,283.4906377,280.9094262,260.9135392,-394626.2851
1/10/2023 11:00:00,992.3796086,633.5304545,467.3677896,-1294221.508
1/10/2023 12:00:00,670.2646575,379.0476421,47.52186392,-77207.06153
1/10/2023 13:00:00,367.2922379,342.4620453,159.3498756,-369954.738
1/10/2023 14:00:00,938.7308837,732.125431,237.5897489,-417208.0629
1/10/2023 15:00:00,475.7295284,287.0755749,493.2784727,-1396735.547
1/10/2023 16:00:00,952.081699,695.2146296,247.7834895,-696629.0078
1/10/2023 17:00:00,477.7042533,395.3047292,280.783171,-736665.5297
1/10/2023 18:00:00,719.4026198,649.2189922,294.494583,-566279.6772
1/10/2023 19:00:00,610.0181807,367.3051658,376.8485082,-844633.7561
1/10/2023 20:00:00,338.0019995,467.4216015,106.868234,-177279.5474
1/10/2023 21:00:00,961.7493547,590.9019922,511.986723,-1360002.829
1/10/2023 22:00:00,921.828422,376.1974157,193.3363376,-931554.9639
1/10/2023 23:00:00,849.0099221,622.7097588,373.4975963,-2136010.352
1/11/2023 0:00:00,660.6402934,773.6041586,490.5282245,-261519.1979
1/11/2023 1:00:00,319.0465693,180.711223,584.1335135,-142067.5989
1/11/2023 2:00:00,852.3730952,176.2385787,294.6985603,-1205171.786
1/11/2023 3:00:00,901.1123558,579.7924599,306.6935561,-1617627.726
1/11/2023 4:00:00,256.4018752,685.3290492,335.205139,-341515.4374
1/11/2023 5:00:00,218.3192954,497.3589426,239.0462517,-265691.3658
1/11/2023 6:00:00,235.1508543,609.1496444,86.90241854,-133184.4818
1/11/2023 7:00:00,619.1660374,751.9147597,152.536113,-257840.6867
1/11/2023 8:00:00,805.2886674,373.046025,570.634913,-2444787.512
1/11/2023 9:00:00,930.407451,632.0280523,532.9841529,-2971106.639
1/11/2023 10:00:00,739.6003093,699.1524818,187.3485702,-787731.6924
1/11/2023 11:00:00,737.6715688,668.5188458,232.225477,-710358.8201
1/11/2023 12:00:00,591.0733354,514.6897002,523.4519136,-741022.9968
1/11/2023 13:00:00,642.5183174,339.5195079,559.1257449,-200929.2194
1/11/2023 14:00:00,608.810898,155.9319483,393.2026174,-1317142.261
1/11/2023 15:00:00,312.7519114,650.2359291,329.9309101,-300060.5832
1/11/2023 16:00:00,550.616239,390.8312608,320.5506557,-704536.6252
1/11/2023 17:00:00,237.5293352,499.1842357,406.8875791,-666016.6695
1/11/2023 18:00:00,851.5158069,789.1298054,243.5056707,-448321.8797
1/11/2023 19:00:00,933.4286779,316.2303119,329.9403169,-578266.8561
1/11/2023 20:00:00,675.6303291,287.7642028,540.9152685,-2262869.278
1/11/2023 21:00:00,547.9376397,719.1973357,52.69393889,-95429.36089
1/11/2023 22:00:00,367.6979051,430.5875859,595.2285643,-969185.3108
1/11/2023 23:00:00,611.073373,542.8433746,325.3076018,-1421233.631
1/12/2023 0:00:00,749.7316173,814.9657108,459.29773,-181808.1233
1/12/2023 1:00:00,344.8324341,152.7998081,59.75707739,-72020.03618
1/12/2023 2:00:00,309.7856898,449.6383185,69.44304712,-42418.41964
1/12/2023 3:00:00,517.1744853,297.1916717,565.5173333,-512705.7637
1/12/2023 4:00:00,248.1426497,275.3101368,348.5155368,-603762.6109
1/12/2023 5:00:00,398.0471917,798.159814,558.8406172,-477391.9984
1/12/2023 6:00:00,938.4488435,314.6177371,454.6577249,-1902249.306
1/12/2023 7:00:00,227.8438486,545.8382077,300.9594384,-140691.3972
1/12/2023 8:00:00,696.9489604,305.2185703,78.24813496,-42749.9615
1/12/2023 9:00:00,644.4303948,178.4080664,120.8606685,-248049.208
1/12/2023 10:00:00,414.0325357,418.5119145,595.4589157,-461011.2651
1/12/2023 11:00:00,246.7660982,286.9957096,329.2473847,-266155.1294
1/12/2023 12:00:00,283.3388853,427.6128162,592.038119,-578982.5808
1/12/2023 13:00:00,626.9544047,445.1793167,241.5295068,-527352.9495
1/12/2023 14:00:00,771.7025092,448.2793043,126.9084701,-269248.3004
1/12/2023 15:00:00,316.5764856,374.9355401,496.6238221,-366458.8261
1/12/2023 16:00:00,627.7887077,333.1002933,454.7495594,-621302.5692
1/12/2023 17:00:00,318.1634899,317.6442108,278.0664316,-562547.4771
1/12/2023 18:00:00,560.4030704,735.8811013,492.6805809,-268808.5763
1/12/2023 19:00:00,791.9340499,197.3660279,273.8755225,-269444.3014
1/12/2023 20:00:00,973.6862851,224.2501611,34.00019637,-52796.35648
1/12/2023 21:00:00,417.2431477,259.5429823,277.2881368,-791825.5961
1/12/2023 22:00:00,682.7618523,784.4254109,208.6687439,-1040725.104
1/12/2023 23:00:00,535.8375333,830.5083337,306.3278072,-1188564.353
1/13/2023 0:00:00,419.4177374,824.1293691,146.0677052,-250605.0599
1/13/2023 1:00:00,610.7744545,509.1350465,205.1478585,-645373.6176
1/13/2023 2:00:00,255.1065464,615.0759281,160.7619953,-177313.4197
1/13/2023 3:00:00,814.0133626,532.4382483,273.6043739,-586749.6372
1/13/2023 4:00:00,212.472516,363.4511957,9.47240699,-10251.10666
1/13/2023 5:00:00,713.0177071,611.2557721,252.0183302,-771771.6936
1/13/2023 6:00:00,813.7896176,529.4981181,559.6756142,-2017541.369
1/13/2023 7:00:00,900.4862053,542.9769742,75.92327703,-150892.3628
1/13/2023 8:00:00,344.6541455,320.7472206,9.859766188,-8716.072803
1/13/2023 9:00:00,652.3518937,356.8239265,458.7077281,-983322.0502
1/13/2023 10:00:00,326.0488078,428.6106999,223.1272272,-100391.7
1/13/2023 11:00:00,370.7232613,238.0038281,151.7541126,-223249.04
1/13/2023 12:00:00,932.0145023,496.9072946,483.9453892,-961471.8193
1/13/2023 13:00:00,546.2767728,313.1709615,33.36072656,-104110.5863
1/13/2023 14:00:00,820.6620825,671.2824949,484.2730986,-1738825.834
1/13/2023 15:00:00,547.0257054,537.5285317,363.6831975,-913590.3929
1/13/2023 16:00:00,332.6612743,559.2407786,408.1440588,-581742.336
1/13/2023 17:00:00,808.1662389,528.4653332,221.0292425,-707990.6489
1/13/2023 18:00:00,635.6870482,496.3598499,185.1619311,-459265.3285
1/13/2023 19:00:00,874.1208698,490.2009314,390.3252423,-2016063.247
1/13/2023 20:00:00,650.1191126,690.8957728,594.0810702,-1990110.384
1/13/2023 21:00:00,754.7426604,615.2824607,277.7970559,-561927.1576
1/13/2023 22:00:00,687.6061343,368.031608,13.02556231,-49428.19574
1/13/2023 23:00:00,741.1907795,652.1502797,145.0799287,-783926.9848
1/14/2023 0:00:00,789.4563588,829.0318649,555.480388,-2464580.778
1/14/2023 1:00:00,534.0232419,662.023577,295.9129032,-850204.4947
1/14/2023 2:00:00,598.230235,638.0343343,65.50551559,-213619.5241
1/14/2023 3:00:00,229.8537002,645.1367038,184.4601565,-156677.6609
1/14/2023 4:00:00,777.9208234,469.5750798,528.9384479,-2824378.785
1/14/2023 5:00:00,569.2704512,786.4134372,470.4237882,-665627.8787
1/14/2023 6:00:00,572.744346,348.5716661,377.4141476,-1335761.223
1/14/2023 7:00:00,455.8963243,717.961746,384.6167052,-802496.8768
1/14/2023 8:00:00,231.3584969,557.6930192,537.826202,-413992.2881
1/14/2023 9:00:00,315.2602063,432.7099432,147.3077716,-151853.7942
1/14/2023 10:00:00,204.3103795,427.0679269,173.3461528,-228724.1766
1/14/2023 11:00:00,385.8359032,745.9252189,537.5497923,-1184892.332
1/14/2023 12:00:00,642.2214138,671.3109822,561.013775,-1165649.354
1/14/2023 13:00:00,748.9623315,423.5355165,134.0806699,-650712.1656
1/14/2023 14:00:00,687.6734861,747.9968698,123.3933934,-497092.3908
1/14/2023 15:00:00,247.672579,685.8298179,379.3333337,-601310.9861
1/14/2023 16:00:00,384.5011508,740.0489876,89.28331074,-243186.2185
1/14/2023 17:00:00,667.5095689,808.3925603,83.29566999,-87818.96422
1/14/2023 18:00:00,256.2493116,258.0229086,344.3708563,-492944.8581
1/14/2023 19:00:00,718.4734653,658.6257009,475.4812125,-423208.705
1/14/2023 20:00:00,575.4564693,223.8931448,374.1850405,-1300460.285
1/14/2023 21:00:00,742.1119291,703.952975,9.26777536,-32885.75088
1/14/2023 22:00:00,814.2010592,578.5631134,231.3355446,-486413.5523
1/14/2023 23:00:00,759.7115061,358.2510456,185.3572753,-710693.9409
1/15/2023 0:00:00,803.5341181,604.7231401,343.7000223,-1370102.141
1/15/2023 1:00:00,977.3553126,596.1134723,70.73699045,-424881.1138
1/15/2023 2:00:00,717.0463458,714.6242196,97.77334659,-479220.5505
1/15/2023 3:00:00,484.5630649,783.5652438,365.2723948,-565492.631
1/15/2023 4:00:00,226.4139717,419.5014892,188.4004309,-158047.8091
1/15/2023 5:00:00,751.1037538,470.5863323,156.0346526,-598167.1863
1/15/2023 6:00:00,861.365163,610.3901876,12.63981301,-17437.43575
1/15/2023 7:00:00,779.6495839,260.4858391,425.6211677,-2277981.246
1/15/2023 8:00:00,462.6398754,786.4886239,551.8435013,-657263.3122
1/15/2023 9:00:00,361.0066591,357.4472994,592.636598,-1284764.065
1/15/2023 10:00:00,276.211503,700.5318782,128.471614,-93477.67366
1/15/2023 11:00:00,966.9899933,363.5303038,117.0903048,-730587.9529
1/15/2023 12:00:00,844.8297791,745.2816421,538.7008215,-2801600.312
1/15/2023 13:00:00,579.3927483,715.5896282,464.7751773,-839019.3804
1/15/2023 14:00:00,865.8624054,411.5815105,445.0340034,-1386940.836
1/15/2023 15:00:00,780.2117799,459.9285183,510.6178136,-2182279.631
1/15/2023 16:00:00,771.9893949,647.782992,473.6072011,-2359791.414
1/15/2023 17:00:00,519.1146879,745.4358271,328.0385386,-800247.2466
1/15/2023 18:00:00,435.5695037,569.9605831,307.4378314,-917662.6577
1/15/2023 19:00:00,542.34962,785.3116285,564.3981469,-1531668.09
1/15/2023 20:00:00,492.9850439,600.3888977,111.9159308,-166876.135
1/15/2023 21:00:00,938.6888606,402.5358466,227.6117434,-1436526.756
1/15/2023 22:00:00,639.0092478,772.3711448,11.34573662,-37529.56363
1/15/2023 23:00:00,470.8420726,617.6980431,47.81396531,-127812.8313
1/16/2023 0:00:00,672.7625448,667.7463081,136.4682931,-542408.5733
1/16/2023 1:00:00,365.8562258,690.8328193,559.0080676,-961735.5383
1/16/2023 2:00:00,818.1594996,570.2563293,294.7928263,-834706.511
1/16/2023 3:00:00,898.6179343,446.0867481,293.728256,-805966.0416
1/16/2023 4:00:00,937.4306166,405.3600969,179.1241769,-407008.3665
1/16/2023 5:00:00,294.4717213,342.4048501,160.8023023,-195502.4734
1/16/2023 6:00:00,263.3612849,512.907187,3.270776181,-3679.024607
1/16/2023 7:00:00,688.4450742,531.4334719,578.0936495,-2356591.094
1/16/2023 8:00:00,263.8577142,692.1416384,182.1598958,-115519.1147
